FormatedTime,AAPL_history,ACN_history,ADBE_history,AMAT_history,AMD_history,ANET_history,ASML_history,AVGO_history,CRM_history,CSCO_history,IBM_history,INTU_history,MSFT_history,NOW_history,NVDA_history,ORCL_history,QCOM_history,SAP_history,TSM_history,TXN_history
2018-02-28,6.384759546700125,0.19290452052316276,4.69063407771364,7.383925052403195,-11.863174247405883,-2.2043422987429784,-3.729802460487175,-0.6329862968190714,2.0542500769570093,7.7997058073209,-4.8075810268409676,-0.619412343024861,-1.305131528558534,8.15476576061689,-1.545968925736707,-1.783295175269406,-4.761904761904767,-7.726269315673284,-4.325762171186554,-1.2036105743257086
2018-03-31,-5.805073333337917,-4.664303312250029,3.3232901955588146,-3.438096087845477,-17.010731002015632,-5.353298622896219,1.6223953011144987,-4.386104756979825,0.04301337785617143,-4.220632963755788,-1.5401357729306286,3.8894914715476903,-2.666097994560246,2.7575943064936492,-4.30165427021455,-9.709884244599575,-14.75384638859676,0.6315824517793001,0.9457897620385847,-4.116289014565977
2018-04-30,-1.5019694187600185,-1.4983733236207275,2.55461135953563,-10.681536371536282,8.258705551779343,3.6231823856796685,-5.091660321645675,-2.643755928341318,4.032669551972834,3.2641677449330997,-5.520435835215077,6.599357819339113,2.4652131946483635,0.41704590760560656,-2.888728417245745,-0.17486739028347298,-7.940807684525564,5.391782019296643,-12.13436417336614,-2.367888246149874
2018-05-31,13.076365320499717,3.0026512146531292,12.49097108005095,2.234750656877549,26.19484740641347,-4.910221445385476,4.351285264543869,9.872728413983278,6.893135064499889,-3.567400764041906,-2.517938163762712,9.09681986478228,5.688622632364737,6.903816818851971,12.134282433641186,2.2991090296819783,13.938445097635244,1.7684733845447553,0.650195045616142,10.332252120084839
2018-06-30,-0.9418283046094489,5.040445979097585,-2.1943201410018043,-9.03899224680419,9.176986678009813,2.3572876185928626,0.671247071034009,-3.741027357705906,5.466629525502764,0.7492383556162663,-1.1393299354784059,1.3442417524961003,-0.23269499803785232,-2.893980841160393,-6.062886462347395,-5.693492675324197,-3.441156291733505,2.5445542364446627,-5.529714076124204,-1.4833380464551071
2018-07-31,2.798332158555228,-2.6040678539029027,0.3568332414171982,5.2825341284928,22.28152237215639,-0.6835195827356033,8.097185775852033,-8.60121949570658,0.5498533970384134,-1.7197255049088533,3.743736399279185,-0.03425777801674412,7.575297814082904,2.023543496528446,3.3600654665802088,8.216066316509906,14.201706268169012,0.32854681081291304,12.718811642547445,0.9705212651466733
2018-08-31,19.622687957391815,6.113101977800683,7.69577311324956,-11.53608983576564,37.31587660151472,16.912374762978022,-4.182241564599154,-1.2355150258425707,11.323368188421746,12.958144770870117,1.0694754314028776,7.456911142733391,5.891779687140164,11.593540076215913,14.628770413677938,1.8875870807853357,7.208617585535171,3.1885530153827224,5.7995618605799715,0.9701777165068481
2018-09-30,-0.8302944906676268,0.6683560507905417,2.4439308575542107,-10.158063424883402,22.725464028670416,-11.077672224809753,-8.305290673416021,12.646671566458956,4.15902960972756,1.8421625699863498,3.2291093937311777,3.613246745192633,1.816078413846678,-0.37176396683133994,0.12112900248957281,6.1342104362198,4.83190181787454,2.722567391340225,1.2844068644255024,-4.546263826495622
2018-10-31,-3.047756142196445,-7.391305556180628,-8.960924840278716,-14.928849236655918,-41.04888493272352,-13.356646808315254,-8.328902939187444,-9.419200637488734,-13.701813150595033,-5.960948478770911,-23.662454075138438,-7.211958811199404,-6.610129410191179,-7.457962087880887,-24.97686740750238,-5.2754095195042705,-12.689156663258883,-12.796746230706923,-13.722829244181156,-13.477489944153753
2018-11-30,-18.404458862727303,4.377622997731612,2.0874043772286077,13.381987737976274,16.968700208352438,3.529407166748655,-0.5859796375373594,6.228458691851979,4.022142810207652,4.633877446742662,7.658318932343966,1.6729852034582438,3.8198688552693483,2.3365063760484084,-22.48256761348647,-0.1638039123766255,-7.36206251081205,-3.3376857726589937,-1.3385783253498151,7.562206726918319
2018-12-31,-11.669837677348816,-14.290061484979155,-9.825020509566551,-12.17810421000156,-13.333334527291829,-11.648775275489031,-9.180046936692454,7.105852027950865,-4.055753368536008,-9.484013373992628,-8.529813598184688,-8.241268249840438,-8.404725174607798,-3.8970157360633806,-18.313650829515147,-7.4036031991823625,-2.3171962118339606,-3.9834078330069356,-1.8089925576362798,-5.358035609292166
2019-01-31,5.515402970249816,8.892992719260029,9.538543717771741,19.36469098215632,32.23185838586635,1.9364033650446366,12.472692630206627,5.493948773571344,10.95130310748127,9.139162051995386,18.25459910745364,9.636779594879762,2.8157926739634576,23.572030610132998,7.677899544879474,11.251379500941304,-12.985414530772466,3.8874886976904,1.9235954684579504,6.539682862619878
2019-02-28,4.0314776235600425,5.099317274787274,5.923651134662289,-1.8935558950735731,-3.6050764697562965,32.81031828904912,4.4792300705986055,2.6505070454221347,7.685722564954522,9.473460468395455,2.760005414429445,14.507458296745334,7.277600739166545,8.826469317261099,7.311301853345786,3.7826031120730352,7.815022003454031,3.587313044051732,3.801170509773155,5.065552700300202
2019-03-31,9.702572130497167,9.071755450918095,1.5199962797619149,3.4428786895430497,8.457287348264252,10.240137232279789,2.832617746421895,9.206129837414023,-3.2263971745924436,4.288200117970442,2.1501467579560174,5.778334680998509,5.275375994381903,2.9443714416445665,16.400880278631668,3.030880460357044,6.817755068853182,7.775601647174435,4.89116487766641,0.27415477299486124
2019-04-30,5.643591151846206,3.777976215811729,8.54066216356113,11.119515543063896,8.268019847785801,-0.6900664533237566,11.04493695048987,5.882747688296708,4.407407464503099,3.6303000991651624,-0.5882380887527683,-3.9592999344025714,10.734274546415246,10.15051471251429,0.8019659840569293,3.016203266051387,51.025774324029996,11.605752322997343,6.982423521185455,11.087020052856932
2019-05-31,-12.757258722439301,-2.518197235909636,-6.343995195683883,-12.207853654119937,-0.7962335144290567,-21.678571313399175,-9.946366987820731,-20.967338451944574,-8.430602919167274,-7.006259035190454,-9.467449662711292,-2.4735089283304923,-5.298625937930613,-3.528421327122888,-25.160225185157714,-8.54871353768657,-22.41959616204151,-4.485487158093782,-12.482887400269016,-11.47416113244738
2019-06-30,13.051916312775269,3.762563414760356,8.767072918087738,16.076509282709715,10.798982153590764,6.144976901889954,10.571650785111553,14.39357734975706,0.21134142902723418,5.189315445484488,8.591230366566172,6.730643274635151,8.311777476815884,4.825722522003573,21.238748775873862,12.588938613980227,13.843160793543818,11.147222145426872,2.138200071579055,10.018219559219776
2019-07-31,7.639447886555151,4.226875238405681,1.428810976509709,9.93097105238503,0.26341758806509574,5.327023091422967,7.156257109100372,0.7399473925325806,1.8256141504380041,1.2241951201288126,7.498180550501532,6.114878432410253,1.7243934329801869,1.0270631347176984,2.7339669715002124,-1.176061030869513,-3.8254187516617577,-10.065792372278748,8.83329859819364,8.931683347158126
2019-08-31,-2.018394634097398,2.9026878620525665,-4.801571401088367,-2.734451090395351,3.284072167305485,-17.1256225998587,-0.08976120929651277,-2.534572214313391,1.016185970368122,-15.505415010819556,-8.57393077404518,3.9847058852012784,1.1667984795183273,-5.605832037701452,-0.7171662623122188,-7.531079789035722,6.301247608253768,-3.153700147862537,0.0,-1.0079210580745235
2019-09-30,7.296155660989401,-2.9368684055131378,-2.903240477348923,3.915037588907988,-7.821942550539285,5.427589496415508,11.594266873827742,-2.324510293771098,-4.888834833564138,5.554365301951503,7.297273998920795,-7.774997936285189,0.8486857418869453,-3.051478134022112,3.916185056661381,5.704950687015553,-1.9159032121449537,-1.0742750842674953,9.031194880735448,4.436368075284092
2019-10-31,11.068443608974388,-3.6028113931230177,0.6081421450791824,8.737468261184599,17.0403607211449,2.3648121540994715,5.454473533383863,6.078166679206376,5.423068525571728,-3.8453785301487353,-8.038786175111268,-3.1736490802153017,3.1216258188854207,-2.596025778306399,15.482275858041184,-0.9812776900028575,5.453596917516523,12.479849615426609,11.080037815402966,-8.704740909338327
2019-11-30,7.432869392773678,8.488839202135324,11.369771862074106,6.708446953455138,15.384618843952236,-20.215071742572754,3.3019024530205554,7.9767814740532295,4.089714149038071,-4.630597823542903,0.5384063665659244,0.5398115139563009,5.586949876839853,14.470603750295208,7.820120185170909,3.0280742528104643,3.8662363450534976,2.541857799550984,2.8278114551004707,1.8815164513066085
2019-12-31,9.87838873582203,4.6778700988271416,6.551868594086407,5.423142153536875,17.13920516717533,4.238194437927922,9.356295832188732,-0.06008983557086456,-0.15347780768417696,5.848593314640116,-0.30495665861806076,1.17423533366936,4.17491865608155,-0.254381429821382,8.563259751599395,-5.62878496930439,5.601436426371653,-1.4417002567674309,9.436802236077945,6.72156581249308
2020-01-31,5.4009930865966504,-2.5454720159166166,6.4673652247471125,-4.99672213518052,2.4858250642742385,9.803344660646495,-5.16320830345407,-3.4364868040043905,12.094194689352179,-4.149286700911981,7.22919182851518,7.043871539319602,7.945465454516953,19.803769556403374,0.4802335703563143,-1.0003752055044002,-3.309538351174024,-2.4031652277732074,-7.160068772230788,-5.9552515083651
2020-02-29,-11.679759385306133,-11.997470674178789,-1.714421393208987,0.22417183937801788,-3.234043527156749,-13.530940143378222,-1.4074011813192788,-10.663263657440291,-6.532830794581912,-13.139005340741994,-9.448273939818218,-5.182252131484855,-4.828761926223402,-3.5892777855623836,14.228314386368668,-5.700670419397779,-8.217084406808517,-5.505853286228712,-0.18538835125511133,-5.3957745991690675
2020-03-31,-6.976146139642269,-9.59632437149488,-7.788596796220181,-21.163109881464127,0.0,4.882978548569272,-5.446126729069389,-13.029125372670059,-15.504694316476964,-1.5527145683602694,-14.76757201550205,-13.485049945628546,-2.6541497060462604,-12.116290045489531,-2.3956728250526194,-2.2846689735841808,-13.601533985687142,-10.577000669339377,-11.236997065219633,-12.449622534132754
2020-04-30,15.537376833534466,13.432566870294771,11.123688254261,8.424270266391076,15.193491462098496,8.269562946251764,10.23925108066559,14.559264888019086,12.480901343203744,7.809716579939163,13.188491927461943,17.30869459069291,13.632616248002183,22.66732675565799,10.880121259903586,9.600660488009716,16.289721203998496,7.276018928079053,11.17388585538379,16.151305254036387
2020-05-31,8.216479118933172,8.871965256860804,9.320209843290627,13.083735829451705,2.691353051801526,6.4569099247880235,14.242630147004531,7.234371935502382,7.928370842757215,12.836239947152306,-0.5256440144983499,7.60164929069056,2.254334654751289,10.35159106967174,21.465711382684162,1.5102873676126505,2.809201901500802,8.064792571412948,-5.270090684678907,2.3003344326401054
2020-06-30,14.738625209703994,6.497374477120443,12.599583726347795,7.60057037125057,-2.2118933895620696,-10.035983577815344,11.690081597542523,8.356507527992552,7.174328638135341,-2.4675874376960727,-3.3066429390320007,2.021905128512924,11.055931518055107,4.415746450707947,7.010879118942648,2.7896596377718907,12.772010610594009,9.289612279072168,12.795546180042795,6.9311129400355
2020-07-31,16.513164135888214,4.685170222336876,2.0697916005047112,6.4185293947820465,47.177341583114575,23.68232658356706,-3.888269327516225,0.36120024748815815,4.0143085458584915,0.9862759230111484,1.7968037380559077,3.436980516516619,0.7370645376090446,8.428384647758037,11.760675875451954,0.3256745136330119,15.787744403486492,13.72857230050224,38.96423948127643,0.45680225681536957
2020-08-31,21.437973547842848,6.739920802010313,15.545104020899636,-4.243748296639593,17.293038017401873,-13.981596643759387,5.784233683272033,9.597477470403426,39.92814234331454,-10.360928686864511,0.30096045879137723,12.73624054350515,10.009270192813302,9.749539074797653,25.99920290175386,3.19206570497772,12.773409512173872,3.88770405347878,0.45633237816806727,11.446484120272515
2020-09-30,-10.252632064388678,-5.810022760036649,-4.472237736914087,-3.4902561111018082,-9.722530126321837,-7.393154843625915,-1.3122036875883536,4.945986018747228,-7.823211828262089,-6.70298851073211,-1.3299822479194812,-5.553149303659566,-6.739678548536188,0.6182339019645156,1.166399746723168,4.334148006517391,-1.192273876690153,-5.803763914500603,2.296529583374407,0.45022822168707677
