FormatedTime,Time,High,Low,Volume,Open,Close,AdjClose
02:January:2018,1514903400,65.33000183105469,64.16999816894531,6329600,64.37999725341797,65.19999694824219,54.42033767700195
03:January:2018,1514989800,66.05999755859375,64.69000244140625,6844200,65.22000122070312,65.94000244140625,55.03800582885742
04:January:2018,1515076200,66.52999877929688,65.91000366210938,5060100,66.18000030517578,66.02999877929688,55.11312484741211
05:January:2018,1515162600,66.5999984741211,65.5,5421800,66.04000091552734,66.47000122070312,55.480369567871094
08:January:2018,1515421800,66.52999877929688,65.94000244140625,4266900,66.25,66.2699966430664,55.31344223022461
09:January:2018,1515508200,65.86000061035156,64.94000244140625,7632300,65.63999938964844,65.2699966430664,54.4787712097168
10:January:2018,1515594600,65.73999786376953,64.87999725341797,6569300,65.4800033569336,65.26000213623047,54.47042465209961
11:January:2018,1515681000,65.5,65.13999938964844,4233100,65.19999694824219,65.43000030517578,54.61231994628906
12:January:2018,1515767400,65.9000015258789,65.08000183105469,5007200,65.61000061035156,65.37999725341797,54.570579528808594
16:January:2018,1516113000,68.6500015258789,66.02999877929688,24478800,66.2300033569336,68.25,56.96609878540039
17:January:2018,1516199400,68.9000015258789,67.23999786376953,12559100,68.5199966430664,68.0199966430664,56.77410125732422
18:January:2018,1516285800,68.18000030517578,67.48999786376953,6797900,67.75,68.05000305175781,56.79914474487305
19:January:2018,1516372200,68.25,67.75,8864300,68.04000091552734,68.04000091552734,56.790794372558594
22:January:2018,1516631400,68.75,67.70999908447266,8566200,67.80999755859375,68.66999816894531,57.316646575927734
23:January:2018,1516717800,68.9000015258789,68.23999786376953,7825600,68.5999984741211,68.33999633789062,57.04118728637695
24:January:2018,1516804200,68.29000091552734,67.37999725341797,12383100,68.19999694824219,67.9800033569336,56.74073028564453
25:January:2018,1516890600,68.37000274658203,67.29000091552734,9122200,68.13999938964844,67.41999816894531,56.2733039855957
26:January:2018,1516977000,68.52999877929688,67.5999984741211,7919000,67.94000244140625,68.52999877929688,57.19977951049805
29:January:2018,1517236200,68.30000305175781,67.23999786376953,9745300,68.16000366210938,67.31999969482422,56.18983459472656
30:January:2018,1517322600,67.91000366210938,66.7300033569336,8059500,67.43000030517578,66.98999786376953,55.914405822753906
31:January:2018,1517409000,68.37999725341797,67.45999908447266,13915600,67.55000305175781,68.25,56.96609878540039
01:February:2018,1517495400,68.3499984741211,66.31999969482422,16838500,67.0,66.80000305175781,55.75581741333008
02:February:2018,1517581800,67.04000091552734,65.86000061035156,10971700,66.18000030517578,66.06999969482422,55.14650344848633
05:February:2018,1517841000,66.55000305175781,60.5,35996000,66.30000305175781,61.72999954223633,51.5240478515625
06:February:2018,1517927400,64.52999877929688,62.20000076293945,24458700,62.310001373291016,64.4000015258789,53.75260925292969
07:February:2018,1518013800,66.12000274658203,64.0199966430664,15021200,64.22000122070312,65.04000091552734,54.28679275512695
08:February:2018,1518100200,65.06999969482422,62.400001525878906,13451600,64.62999725341797,62.41999816894531,52.0999641418457
09:February:2018,1518186600,64.31999969482422,61.459999084472656,23095000,62.95000076293945,63.9900016784668,53.41039276123047
12:February:2018,1518445800,65.69999694824219,64.38999938964844,13692100,64.88999938964844,65.66000366210938,54.80429458618164
13:February:2018,1518532200,65.76000213623047,64.9800033569336,7695900,65.2300033569336,65.69999694824219,54.83768081665039
14:February:2018,1518618600,66.80000305175781,65.0999984741211,10370900,65.1500015258789,66.58999633789062,55.580528259277344
15:February:2018,1518705000,66.37999725341797,63.86000061035156,15548400,66.37999725341797,65.27999877929688,54.48712921142578
16:February:2018,1518791400,65.83000183105469,64.5999984741211,11760300,64.7699966430664,64.8499984741211,54.12821578979492
20:February:2018,1519137000,64.13999938964844,61.86000061035156,27494600,63.0099983215332,63.9900016784668,53.41039276123047
21:February:2018,1519223400,63.86000061035156,62.650001525878906,14895600,63.119998931884766,63.400001525878906,52.917945861816406
22:February:2018,1519309800,63.58000183105469,62.029998779296875,11722300,63.150001525878906,62.18000030517578,51.89965057373047
23:February:2018,1519396200,63.31999969482422,62.029998779296875,6762200,62.810001373291016,63.31999969482422,52.851165771484375
26:February:2018,1519655400,67.36000061035156,64.19000244140625,27374300,64.55000305175781,66.9800033569336,55.90605926513672
27:February:2018,1519741800,67.62999725341797,66.01000213623047,14326000,67.0,66.33999633789062,55.847129821777344
28:February:2018,1519828200,66.72000122070312,64.91000366210938,9582100,66.69999694824219,65.0,54.71907043457031
01:March:2018,1519914600,66.23999786376953,64.33000183105469,10799200,65.02999877929688,64.95999908447266,54.68539047241211
02:March:2018,1520001000,64.8499984741211,64.02999877929688,10612700,64.30999755859375,64.73999786376953,54.50019454956055
05:March:2018,1520260200,65.5999984741211,63.540000915527344,15445500,64.33999633789062,64.01000213623047,53.88565444946289
06:March:2018,1520346600,63.54999923706055,61.060001373291016,23450400,63.5,62.13999938964844,52.311439514160156
07:March:2018,1520433000,62.61000061035156,61.43000030517578,12602400,61.4900016784668,62.4900016784668,52.6060791015625
08:March:2018,1520519400,62.7400016784668,61.56999969482422,8902100,62.650001525878906,61.81999969482422,52.04204559326172
09:March:2018,1520605800,63.060001373291016,62.119998931884766,7655300,62.36000061035156,63.029998779296875,53.06066131591797
12:March:2018,1520861400,63.47999954223633,62.29999923706055,15801300,63.04999923706055,62.810001373291016,52.87546920776367
13:March:2018,1520947800,61.400001525878906,59.130001068115234,38572700,59.77000045776367,59.70000076293945,50.25735855102539
14:March:2018,1521034200,60.380001068115234,57.900001525878906,29759100,59.900001525878906,60.119998931884766,50.610931396484375
15:March:2018,1521120600,60.279998779296875,59.560001373291016,10494300,60.029998779296875,59.88999938964844,50.417320251464844
16:March:2018,1521207000,61.4900016784668,60.47999954223633,25574500,60.599998474121094,60.619998931884766,51.031829833984375
19:March:2018,1521466200,60.349998474121094,57.900001525878906,14131400,60.189998626708984,58.369998931884766,49.13772201538086
20:March:2018,1521552600,59.09000015258789,57.95000076293945,10615400,58.9900016784668,58.2599983215332,49.04511642456055
21:March:2018,1521639000,58.279998779296875,56.77000045776367,12231900,57.5,56.810001373291016,47.82447814941406
22:March:2018,1521725400,56.83000183105469,55.52000045776367,13554600,56.2400016784668,55.58000183105469,46.78901290893555
23:March:2018,1521811800,55.79999923706055,53.650001525878906,14713300,55.630001068115234,53.65999984741211,45.17270278930664
26:March:2018,1522071000,56.13999938964844,54.25,12093900,54.58000183105469,56.130001068115234,47.25202560424805
27:March:2018,1522157400,57.2400016784668,54.540000915527344,12243200,56.59000015258789,54.84000015258789,46.16605758666992
28:March:2018,1522243800,55.970001220703125,54.459999084472656,12925500,54.810001373291016,54.70000076293945,46.04820251464844
29:March:2018,1522330200,55.93000030517578,54.619998931884766,8482500,55.040000915527344,55.40999984741211,46.64590835571289
02:April:2018,1522675800,55.2400016784668,53.06999969482422,16469600,55.099998474121094,53.810001373291016,45.298973083496094
03:April:2018,1522762200,55.04999923706055,53.619998931884766,7930700,54.290000915527344,54.779998779296875,46.11555099487305
04:April:2018,1522848600,55.119998931884766,53.41999816894531,7496700,53.79999923706055,54.9900016784668,46.29233932495117
05:April:2018,1522935000,55.5,54.439998626708984,5823300,55.4900016784668,55.040000915527344,46.33442306518555
06:April:2018,1523021400,54.77000045776367,53.11000061035156,8322200,54.41999816894531,53.119998931884766,44.718101501464844
